,AnimalType,AgeInDays,Breed,Color
21280,Dog,730,American Staffordshire Terrier Mix,Brown Brindle/White
21281,Dog,365,Harrier Mix,White/Brown
21282,Dog,2190,Shetland Sheepdog,Sable/White
21283,Dog,1460,Pointer Mix,Brown/White
21284,Dog,2555,Labrador Retriever Mix,Buff
21285,Cat,90,Domestic Medium Hair Mix,Calico
21286,Cat,14,Domestic Medium Hair Mix,Blue Tabby/White
21287,Dog,60,Labrador Retriever Mix,Black/White
21288,Cat,21,Domestic Shorthair Mix,Brown Tabby/White
21289,Dog,365,Boxer Mix,Black
21290,Cat,365,Domestic Shorthair Mix,Brown Tabby/White
21291,Dog,2190,Pit Bull Mix,Fawn/Blue
21292,Dog,730,Pit Bull Mix,Black/White
21293,Dog,2555,Chihuahua Shorthair Mix,Buff
21294,Dog,3285,German Shepherd Mix,White/Cream
21295,Dog,28,Blue Lacy/American Bulldog,Brown/White
21296,Cat,180,Domestic Shorthair Mix,Orange Tabby/White
21297,Dog,300,Yorkshire Terrier/Cairn Terrier,Black/Tan
21298,Dog,365,Chihuahua Shorthair Mix,Black/Cream
21299,Dog,150,Labrador Retriever Mix,Tan/White
21300,Dog,180,Whippet Mix,Tan
21301,Cat,21,Domestic Shorthair Mix,Brown Tabby
21302,Dog,1825,Labrador Retriever Mix,Black
21303,Cat,14,Domestic Shorthair Mix,Cream Tabby
21304,Cat,120,Domestic Shorthair Mix,Black
21305,Dog,1095,Pug Mix,Sable
21306,Cat,180,Domestic Shorthair Mix,Brown Tabby
21307,Dog,365,Pit Bull Mix,Black/White
21308,Cat,150,Domestic Medium Hair Mix,Brown Tabby
21309,Cat,21,Domestic Shorthair Mix,Calico
21310,Cat,28,Siamese Mix,Flame Point
21311,Dog,2920,Dachshund Mix,Tan
21312,Dog,1095,Beagle Mix,Tricolor
21313,Dog,4015,Australian Shepherd Mix,Black/Brown Merle
21314,Dog,1825,Pit Bull Mix,Blue/White
21315,Cat,14,Domestic Shorthair Mix,Torbie
21316,Dog,1460,Golden Retriever,Gold
21317,Dog,150,Australian Cattle Dog Mix,White/Black
21318,Cat,60,Domestic Shorthair Mix,Brown Tabby
21319,Cat,120,Manx Mix,Black/White
21320,Cat,2190,Domestic Longhair Mix,Blue
21321,Dog,1095,Pit Bull Mix,Red/White
21322,Dog,1460,Pit Bull Mix,Brown Brindle/White
21323,Cat,30,Domestic Medium Hair Mix,Brown Tabby
21324,Dog,3650,Golden Retriever,Gold/White
21325,Cat,21,Domestic Shorthair Mix,Brown Tabby
21326,Dog,730,Beagle Mix,Black/White
21327,Dog,730,Pit Bull,Chocolate
21328,Cat,60,Domestic Shorthair Mix,Blue/White
21329,Cat,21,Domestic Shorthair Mix,Brown Tabby/White
21330,Dog,270,Chihuahua Shorthair Mix,Tan
21331,Cat,365,Domestic Shorthair Mix,Orange Tabby
21332,Dog,1825,Miniature Schnauzer Mix,White
21333,Dog,240,Jack Russell Terrier/American Staffordshire Terrier,Brown Brindle/White
21334,Dog,60,Australian Cattle Dog/Australian Shepherd,Brown
21335,Dog,365,Dachshund Longhair Mix,Black/Tan
21336,Dog,60,Australian Cattle Dog Mix,Red Merle/White
21337,Dog,1095,German Shepherd Mix,Brown
21338,Dog,2190,Labrador Retriever Mix,Black
21339,Cat,150,Domestic Shorthair Mix,Orange Tabby
21340,Cat,365,Domestic Shorthair Mix,Brown Tabby/Tortie
21341,Dog,120,Dachshund Mix,Tan/White
21342,Dog,730,German Shepherd,Black/Tan
21343,Cat,14,Domestic Medium Hair Mix,Brown Tabby/White
21344,Dog,1460,Alaskan Malamute/Australian Kelpie,Black/Buff
21345,Dog,30,Labrador Retriever Mix,Sable
21346,Cat,210,Domestic Shorthair Mix,Brown Tabby
21347,Dog,730,Labrador Retriever Mix,Black
21348,Cat,180,Domestic Shorthair Mix,Black Smoke/White
21349,Cat,60,Domestic Shorthair Mix,Torbie
21350,Cat,21,Domestic Shorthair Mix,Black
21351,Dog,4745,Border Collie/Catahoula,Brown Merle
21352,Dog,1460,Labrador Retriever Mix,Chocolate
21353,Cat,365,Domestic Shorthair Mix,Calico
21354,Cat,60,Domestic Shorthair Mix,Brown Tabby
21355,Dog,3285,Pug Mix,Brown Brindle
21356,Cat,60,Domestic Shorthair Mix,Blue Tabby
21357,Cat,3650,Domestic Shorthair Mix,White
21358,Cat,90,Domestic Shorthair Mix,Black
21359,Dog,300,Australian Kelpie Mix,Black/White
21360,Cat,30,Domestic Shorthair Mix,Blue Tabby/White
21361,Cat,2555,Domestic Shorthair Mix,Blue Tabby/White
21362,Cat,730,Domestic Shorthair Mix,Black
21363,Dog,2920,Jack Russell Terrier/Chihuahua Shorthair,Black/White
21364,Dog,365,Chihuahua Shorthair Mix,White/Tan
21365,Dog,1460,Bruss Griffon Mix,Brown
21366,Dog,1825,Australian Cattle Dog Mix,Black/Blue Tick
21367,Dog,730,Pit Bull Mix,Blue/White
21368,Dog,365,Australian Cattle Dog Mix,Red Merle
21369,Dog,120,Catahoula/Labrador Retriever,Black/White
21370,Cat,730,Himalayan Mix,Lynx Point
21371,Cat,1,Domestic Shorthair Mix,Brown Tabby
21372,Dog,30,Labrador Retriever/Border Collie,Tricolor
21373,Cat,14,Domestic Shorthair Mix,Black/White
21374,Dog,2555,Labrador Retriever Mix,Black
21375,Dog,730,Dachshund Mix,Tan
21376,Cat,14,Domestic Shorthair Mix,Black
21377,Dog,300,German Shepherd Mix,Brown/White
21378,Dog,1095,Border Collie/Shetland Sheepdog,Liver/White
21379,Dog,730,Labrador Retriever/German Shepherd,Chocolate/White
21380,Dog,730,Australian Shepherd,Black
21381,Dog,730,Miniature Pinscher Mix,Black/Brown
21382,Dog,5475,Toy Poodle Mix,Black
21383,Dog,365,Chow Chow Mix,Red
21384,Dog,730,Chihuahua Shorthair Mix,Tan
21385,Dog,3285,German Shepherd/Labrador Retriever,Gold
21386,Dog,365,Beagle,Brown/White
21387,Cat,60,Domestic Shorthair Mix,Orange Tabby
21388,Dog,730,Great Dane Mix,Black/White
21389,Cat,2555,Domestic Shorthair Mix,Black/White
21390,Dog,365,Dachshund Mix,Brown/Tricolor
21391,Dog,30,Miniature Poodle Mix,Brown
21392,Cat,240,Domestic Shorthair Mix,Black/White
21393,Dog,90,Labrador Retriever/Catahoula,Brown Brindle/White
21394,Cat,270,Domestic Shorthair Mix,Orange Tabby
21395,Dog,5475,Chihuahua Shorthair Mix,Black/White
21396,Cat,21,Domestic Shorthair Mix,Tortie
21397,Dog,30,Pit Bull Mix,Tan/White
21398,Dog,90,Pug Mix,Brown/Black
21399,Cat,365,Domestic Shorthair Mix,Brown Tabby
21400,Cat,150,Domestic Shorthair Mix,Orange Tabby
21401,Dog,60,Labrador Retriever/Pit Bull,Black/White
21402,Dog,365,Basenji Mix,Tricolor
21403,Cat,365,Domestic Shorthair Mix,Torbie
21404,Cat,7,Domestic Shorthair Mix,Blue
21405,Dog,730,American Staffordshire Terrier Mix,Brown/White
21406,Dog,730,Pit Bull Mix,Blue/White
21407,Cat,240,Domestic Shorthair Mix,Blue/White
21408,Dog,1095,Pit Bull Mix,Black/White
21409,Cat,6,Domestic Shorthair Mix,Gray
21410,Dog,330,Labrador Retriever/Rottweiler,Black/White
21411,Dog,210,Chihuahua Shorthair Mix,Brown
21412,Dog,365,American Bulldog Mix,Brown Brindle/White
21413,Dog,365,Pit Bull Mix,White/Brown Brindle
21414,Dog,120,Labrador Retriever Mix,Black/White
21415,Dog,3650,Chihuahua Shorthair,Black/Brown
21416,Cat,60,Domestic Medium Hair Mix,Blue/White
21417,Dog,90,Anatol Shepherd/Labrador Retriever,White/Tan
21418,Dog,1095,Labrador Retriever Mix,Black/White
21419,Dog,1095,Yorkshire Terrier/Border Terrier,Tan/Gray
21420,Cat,14,Domestic Shorthair Mix,Brown Tabby
21421,Dog,1825,Labrador Retriever Mix,Black/White
21422,Dog,300,Chihuahua Shorthair Mix,Tricolor
21423,Dog,730,Chihuahua Shorthair Mix,Blue/Tan
21424,Dog,330,Boxer/Pit Bull,Brown/White
21425,Dog,365,Pit Bull Mix,Blue/White
21426,Dog,2190,Chihuahua Shorthair Mix,Tan/White
21427,Dog,2920,Labrador Retriever Mix,Chocolate
21428,Dog,730,Great Pyrenees Mix,White
21429,Dog,2920,Pit Bull Mix,Brown Brindle/White
21430,Dog,365,Chihuahua Shorthair Mix,Tan
21431,Cat,28,Domestic Shorthair Mix,Brown Tabby
21432,Cat,365,Domestic Longhair Mix,Tortie
21433,Cat,1095,Domestic Shorthair Mix,Black/White
21434,Cat,60,Domestic Shorthair Mix,Torbie
21435,Cat,365,Domestic Shorthair Mix,Blue Tabby
21436,Dog,365,Miniature Schnauzer Mix,Chocolate
21437,Dog,1825,Parson Russell Terrier Mix,White/Brown Brindle
21438,Dog,730,Chihuahua Shorthair Mix,Brown
21439,Dog,730,Golden Retriever Mix,Brown
21440,Dog,2190,Maltese/Papillon,White/Black
21441,Dog,1095,Shih Tzu/Affenpinscher,Black/White
21442,Cat,90,Domestic Shorthair Mix,Black
21443,Cat,60,Domestic Shorthair Mix,Black/White
21444,Dog,1460,Bluetick Hound Mix,Brown Merle/White
21445,Cat,180,Domestic Shorthair Mix,Black
21446,Dog,180,Beagle Mix,Tricolor
21447,Dog,1095,Yorkshire Terrier Mix,Black/Tan
21448,Dog,1460,Golden Retriever Mix,Yellow
21449,Dog,365,Yorkshire Terrier Mix,Black/Brown
21450,Dog,730,Australian Kelpie Mix,Black/White
21451,Dog,1460,Australian Shepherd Mix,White/Brown
21452,Cat,90,Domestic Shorthair Mix,Blue
21453,Dog,300,Miniature Schnauzer/Miniature Poodle,Black/White
21454,Cat,60,Domestic Shorthair Mix,Calico
21455,Dog,365,Boston Terrier Mix,Brown Brindle/White
21456,Dog,60,Chihuahua Shorthair Mix,Brown/Black
21457,Dog,30,Dachshund,Red
21458,Dog,730,Beagle Mix,Tricolor
21459,Dog,2190,Labrador Retriever Mix,Yellow
21460,Dog,730,Labrador Retriever Mix,Tan
21461,Dog,365,Miniature Poodle Mix,Black/White
21462,Cat,365,Domestic Shorthair Mix,Calico
21463,Dog,365,Miniature Pinscher Mix,Black/Brown
21464,Dog,1460,Chihuahua Shorthair Mix,Brown/Tricolor
21465,Cat,90,Domestic Shorthair Mix,Brown Tabby/White
21466,Dog,60,Australian Cattle Dog/German Shepherd,Tricolor
21467,Dog,365,Chihuahua Shorthair Mix,White/Tan
21468,Dog,2190,Jack Russell Terrier Mix,Tricolor
21469,Cat,3650,Domestic Shorthair Mix,Brown Tabby/White
21470,Cat,2555,Domestic Shorthair Mix,Brown Tabby
21471,Cat,90,Domestic Shorthair Mix,Black/White
21472,Dog,365,Schipperke Mix,Black/White
21473,Dog,1460,American Pit Bull Terrier,Black/White
21474,Dog,60,Beagle Mix,Brown/White
21475,Dog,1095,Pit Bull Mix,Red/White
21476,Dog,2190,Labrador Retriever Mix,Tan/White
21477,Dog,730,Flat Coat Retriever Mix,Black
21478,Cat,180,Domestic Shorthair Mix,Tortie/White
21479,Dog,4380,Australian Cattle Dog Mix,Blue Merle
21480,Cat,60,Domestic Longhair Mix,Orange Tabby/White
21481,Cat,90,Domestic Shorthair Mix,Brown Tabby/White
21482,Dog,730,German Shepherd Mix,Tan/Black
21483,Dog,3650,American Foxhound Mix,Tricolor
21484,Cat,1095,Domestic Medium Hair Mix,Brown Tabby/White
21485,Dog,150,Labrador Retriever Mix,Black/White
21486,Dog,365,Pit Bull Mix,Blue/White
21487,Cat,21,Domestic Shorthair Mix,Black Tabby
21488,Cat,150,Domestic Shorthair Mix,Blue/White
21489,Cat,330,Siamese/Domestic Shorthair,Black
21490,Dog,730,Chihuahua Longhair Mix,Black/White
21491,Dog,365,Labrador Retriever Mix,Black/Brown
21492,Dog,90,Labrador Retriever Mix,Black/White
21493,Dog,730,Flat Coat Retriever Mix,Black/White
21494,Cat,60,Domestic Shorthair Mix,Orange Tabby
21495,Cat,120,Domestic Shorthair Mix,Brown Tabby
21496,Dog,730,Chihuahua Shorthair Mix,Black/White
21497,Cat,60,Domestic Shorthair Mix,Brown Tabby
21498,Dog,2555,Pit Bull Mix,Blue/White
21499,Dog,60,Australian Shepherd/Chihuahua Shorthair,Black/Tan
21500,Cat,730,Domestic Shorthair Mix,Brown Tabby
21501,Cat,4,Domestic Shorthair Mix,Cream
21502,Cat,14,Domestic Shorthair Mix,Orange/White
21503,Cat,210,Domestic Shorthair Mix,Orange Tabby
21504,Dog,2555,Labrador Retriever Mix,Brown
21505,Cat,60,Siamese Mix,Lynx Point
21506,Cat,60,Domestic Shorthair Mix,Brown Tabby
21507,Cat,120,Domestic Shorthair Mix,Orange Tabby
21508,Dog,365,Labrador Retriever/Boxer,Tan/White
21509,Dog,90,Boxer Mix,Fawn/White
21510,Cat,60,Domestic Medium Hair/Siamese,Lynx Point
21511,Dog,1095,Labrador Retriever Mix,Brown/White
21512,Dog,1825,Rottweiler,Black/Brown
21513,Dog,365,Border Collie Mix,Black
21514,Dog,365,Cardigan Welsh Corgi Mix,Tan/White
21515,Dog,1825,Redbone Hound Mix,Red
21516,Cat,30,Domestic Medium Hair Mix,Blue
21517,Cat,60,Domestic Medium Hair Mix,Calico
21518,Dog,365,Chesa Bay Retr Mix,Tan/White
21519,Cat,28,Domestic Shorthair Mix,Brown Tabby
21520,Dog,150,German Shepherd Mix,Tricolor
21521,Cat,1095,Domestic Shorthair Mix,Brown Tabby
21522,Dog,60,Border Collie Mix,Tricolor
21524,Dog,730,Chihuahua Shorthair Mix,Tricolor
21525,Cat,60,Domestic Shorthair Mix,Orange Tabby
21526,Dog,1095,Pomeranian Mix,Red
21527,Cat,730,Domestic Shorthair Mix,Tortie
21528,Dog,730,Rottweiler,Black/Tan
21529,Dog,365,Australian Kelpie Mix,Black/Tan
21530,Dog,2920,Siberian Husky Mix,Tricolor
21531,Cat,90,Domestic Shorthair Mix,Silver Tabby/White
21532,Cat,150,Siamese Mix,Seal Point
21533,Dog,270,Pit Bull Mix,Blue/White
21534,Cat,120,Domestic Shorthair Mix,Black
21535,Dog,365,Border Collie/Labrador Retriever,Chocolate
21536,Cat,730,Domestic Shorthair Mix,Blue Tabby
21537,Dog,300,Australian Shepherd Mix,White/Tan
21538,Dog,365,American Bulldog/Pit Bull,White/Black
21539,Cat,90,Domestic Medium Hair Mix,Torbie
21540,Dog,60,Great Pyrenees Mix,White
21541,Cat,30,Domestic Shorthair Mix,Orange Tabby
21542,Cat,1095,Domestic Shorthair Mix,Black
21543,Dog,240,Labrador Retriever Mix,Black/White
21544,Dog,730,Border Collie Mix,Black
21545,Dog,365,Miniature Pinscher Mix,Black/Brown
21546,Dog,730,German Shepherd Mix,Black/Tan
21547,Dog,730,Miniature Poodle Mix,White
21548,Dog,730,Australian Cattle Dog Mix,Tricolor
21549,Dog,2190,Labrador Retriever Mix,Tan
21550,Cat,60,Domestic Shorthair Mix,Brown Tabby
21551,Dog,60,Chihuahua Longhair Mix,Cream
21552,Cat,60,Domestic Shorthair Mix,Brown Tabby
21553,Dog,730,Australian Cattle Dog/Dachshund,Tricolor/Blue Merle
21554,Dog,4380,Jack Russell Terrier Mix,White/Brown
21555,Cat,180,Domestic Shorthair Mix,Calico
21556,Dog,730,Pit Bull Mix,Tan/White
21557,Dog,3285,Pit Bull,Black/White
21558,Dog,1095,Pit Bull Mix,White/Brown Brindle
21559,Dog,210,Labrador Retriever Mix,Buff
21560,Dog,365,Border Terrier Mix,Brown
21561,Dog,1825,German Shepherd/Alaskan Malamute,White
21562,Dog,2920,Boston Terrier Mix,Black Brindle/White
21563,Dog,365,Rottweiler Mix,Black/Tan
21564,Dog,365,Chihuahua Shorthair Mix,Tan/White
21565,Dog,365,American Bulldog Mix,White/Brown
21566,Cat,60,Domestic Shorthair Mix,Tortie/White
21567,Dog,1460,Labrador Retriever Mix,Yellow
21568,Cat,210,Domestic Shorthair Mix,Gray/White
21569,Cat,365,Domestic Shorthair Mix,Brown Tabby/White
21570,Cat,28,Domestic Shorthair Mix,Cream Tabby
21571,Cat,60,Domestic Shorthair Mix,Brown Tabby
21572,Cat,5475,Domestic Shorthair Mix,Blue/White
21573,Dog,3650,Lhasa Apso Mix,White/Brown
21574,Cat,7,Domestic Shorthair Mix,Brown Tabby
21575,Cat,90,Domestic Shorthair Mix,Orange Tabby/White
21576,Dog,2190,Border Collie,Black/White
21577,Dog,1095,Pit Bull Mix,Tan/White
21578,Dog,365,Plott Hound/Labrador Retriever,Brown Brindle/White
21579,Cat,3,Domestic Shorthair Mix,Gray/White
21580,Dog,365,Australian Shepherd Mix,Brown Merle
21581,Dog,1095,Chihuahua Shorthair Mix,Black/Tan
21582,Cat,3650,Domestic Shorthair Mix,Orange Tabby
21583,Dog,90,Pit Bull Mix,Chocolate/White
21584,Dog,2555,Chihuahua Shorthair Mix,Chocolate/White
21585,Cat,90,Domestic Shorthair Mix,Torbie
21586,Cat,90,Domestic Shorthair Mix,Blue/White
21587,Cat,2190,Domestic Shorthair Mix,Black
21588,Dog,150,Labrador Retriever/Pit Bull,Brown Brindle/White
21589,Cat,90,Domestic Shorthair Mix,Black/White
21590,Dog,4015,Beagle Mix,Tricolor
21591,Cat,60,Domestic Shorthair Mix,Torbie
21592,Cat,1460,Domestic Shorthair Mix,Black/White
21593,Dog,1460,Border Collie Mix,Chocolate/White
21594,Cat,730,Domestic Shorthair Mix,Brown Tabby
21595,Dog,1095,Pit Bull Mix,Fawn
21596,Cat,730,Domestic Shorthair Mix,Blue/White
21597,Cat,365,Domestic Shorthair Mix,Calico
21598,Dog,365,Siberian Husky Mix,White/Tan
21599,Cat,60,Domestic Shorthair Mix,Calico
21600,Dog,60,Plott Hound/Labrador Retriever,Tricolor
21601,Cat,60,Domestic Shorthair Mix,Chocolate
21602,Dog,90,Labrador Retriever Mix,Black
21603,Dog,60,Pit Bull Mix,Blue/Tan
21604,Dog,150,Dachshund Mix,White/Red Merle
21605,Dog,1460,Pit Bull,White/Black
21606,Cat,180,Domestic Shorthair Mix,Black/White
21607,Dog,90,Pit Bull Mix,Brown Brindle
21608,Cat,300,Domestic Shorthair Mix,Orange
21609,Dog,730,Labrador Retriever Mix,Black/White
21610,Dog,365,Pit Bull Mix,Brown/White
21611,Cat,730,Domestic Shorthair Mix,Black
21612,Cat,150,Domestic Shorthair Mix,Orange Tabby/White
21613,Cat,60,Domestic Shorthair Mix,Blue
21614,Dog,60,Plott Hound Mix,Brown Brindle/White
21615,Cat,21,Domestic Shorthair Mix,Brown Tabby
21616,Dog,365,Papillon Mix,Tan/White
21617,Dog,330,Anatol Shepherd Mix,Tan
21618,Cat,30,Domestic Shorthair,Tortie
21619,Cat,90,Domestic Shorthair Mix,Blue Tabby
21620,Cat,2190,Domestic Shorthair Mix,Blue Cream/Tortie
21621,Cat,730,Domestic Shorthair Mix,Tortie/White
21622,Dog,365,Pit Bull Mix,Fawn
21623,Cat,240,Domestic Shorthair Mix,Black/White
21624,Dog,300,Australian Cattle Dog/German Shepherd,Blue Merle/Brown
21625,Cat,150,Domestic Medium Hair Mix,Calico
21626,Dog,1095,Toy Poodle Mix,White
21627,Dog,1095,Golden Retriever Mix,Red
21628,Dog,2555,Australian Cattle Dog Mix,Blue Tick/Brown
21629,Dog,730,Miniature Schnauzer Mix,Gray/White
21630,Dog,150,Chihuahua Shorthair/Cavalier Span,Brown/White
21631,Cat,30,Domestic Shorthair Mix,Blue Tabby
21632,Cat,28,Domestic Shorthair Mix,Brown Tabby
21633,Dog,730,Shih Tzu,Sable
21634,Cat,2190,Domestic Shorthair Mix,Calico
21635,Cat,60,Domestic Shorthair Mix,Cream Tabby
21636,Dog,730,Siberian Husky/Beagle,White/Tan
21637,Dog,1095,Australian Cattle Dog Mix,White/Black
21638,Dog,365,American Bulldog Mix,White/Blue
21639,Cat,210,Domestic Shorthair Mix,Brown Tabby
21640,Cat,90,Domestic Shorthair Mix,Black/White
21641,Dog,365,Chihuahua Shorthair Mix,Brown
21642,Cat,60,Domestic Shorthair Mix,Black
21643,Cat,21,Domestic Shorthair Mix,Brown Tabby/White
21644,Cat,1095,Domestic Shorthair Mix,Orange Tabby
21645,Dog,270,Chihuahua Shorthair Mix,White/Brown
21646,Cat,730,Domestic Longhair Mix,Black/White
21647,Cat,60,Domestic Shorthair Mix,Black
21648,Dog,1095,Pointer Mix,Black/White
21649,Dog,2920,Chihuahua Shorthair Mix,Red
21650,Dog,240,Great Dane/Labrador Retriever,Brown Brindle/White
21651,Cat,30,Domestic Shorthair Mix,White/Black Tabby
21652,Cat,120,Domestic Medium Hair Mix,Brown Tabby/White
21653,Dog,365,Labrador Retriever Mix,Black/White
21654,Dog,2190,Irish Wolfhound/Great Dane,Black/White
21655,Cat,90,Domestic Shorthair Mix,Black/White
21656,Dog,365,German Shepherd/Chow Chow,Brown/Black
21657,Dog,730,Staffordshire/Labrador Retriever,Black/White
21658,Dog,60,Cocker Spaniel/Miniature Poodle,Brown/Black
21659,Dog,730,Pit Bull Mix,Blue/White
21660,Dog,1095,German Shepherd/Australian Cattle Dog,Black/Brown
21661,Cat,730,Domestic Medium Hair Mix,Black
21662,Cat,6,Domestic Medium Hair Mix,Torbie
21663,Cat,365,Domestic Shorthair Mix,Black/White
21664,Dog,730,Pit Bull Mix,Brown Brindle/White
21665,Dog,4380,Weimaraner Mix,Gray
21666,Cat,365,Domestic Medium Hair Mix,Calico
21667,Dog,4745,Australian Shepherd Mix,Brown/White
21668,Dog,60,Labrador Retriever Mix,Black
21669,Dog,90,Chihuahua Shorthair Mix,White/Tan
21670,Dog,120,Dachshund Mix,Black/White
21671,Dog,1095,Anatol Shepherd Mix,Tan
21672,Cat,14,Domestic Shorthair Mix,Brown Tabby
21673,Dog,2920,Collie Smooth Mix,Brown/White
21674,Dog,365,Miniature Poodle Mix,White/Tan
21675,Dog,30,Boxer Mix,Brown/White
21676,Cat,365,Domestic Medium Hair Mix,Blue/White
21677,Cat,365,Domestic Shorthair Mix,Blue Tabby
21678,Dog,2555,Chihuahua Shorthair/Manchester Terrier,Tricolor
21679,Cat,60,Domestic Shorthair Mix,Cream Tabby/White
21680,Cat,90,Domestic Shorthair Mix,Blue Tabby/White
21681,Dog,365,Labrador Retriever/Australian Cattle Dog,Black/White
21682,Cat,3,Domestic Shorthair Mix,Brown Tabby
21683,Dog,1460,Pit Bull Mix,White/Brown Brindle
21684,Cat,60,Domestic Shorthair Mix,Orange Tabby/White
21685,Cat,30,Domestic Shorthair Mix,Black
21686,Dog,90,Miniature Pinscher Mix,Tricolor
21687,Cat,21,Domestic Medium Hair Mix,Torbie
21688,Dog,330,Chihuahua Shorthair Mix,Tan/White
21689,Dog,365,Plott Hound Mix,Black Brindle/White
21690,Dog,3285,Shih Tzu Mix,Black/White
21691,Dog,2920,Basset Hound,Tricolor
21692,Dog,180,Border Collie Mix,Black/White
21693,Cat,1095,Domestic Shorthair Mix,Tortie
21694,Dog,30,Labrador Retriever Mix,Black
21695,Cat,1095,Siamese Mix,Lynx Point
21696,Dog,730,Staffordshire Mix,White/Black
21697,Dog,365,Bull Terrier Mix,Brown Brindle/White
21698,Cat,210,Domestic Shorthair Mix,Tortie
21699,Dog,3650,Border Collie Mix,Chocolate/White
21700,Cat,2920,Domestic Shorthair Mix,Blue Tabby/White
21701,Dog,300,Carolina Dog Mix,Tan/White
21702,Cat,365,Domestic Shorthair Mix,Tortie
21703,Dog,730,Catahoula Mix,Blue Merle/White
21704,Dog,60,Labrador Retriever/Anatol Shepherd,Sable/White
21705,Cat,365,Domestic Shorthair Mix,Brown Tabby/White
21706,Cat,365,Domestic Shorthair Mix,Brown Tabby/White
21707,Dog,365,Rat Terrier/Chihuahua Shorthair,White/Black
21708,Dog,1460,Cardigan Welsh Corgi Mix,Brown/White
21709,Dog,210,Labrador Retriever Mix,Chocolate/White
21710,Dog,2190,Siberian Husky Mix,Black/White
21711,Dog,730,Rottweiler/Labrador Retriever,Black/Tan
21712,Cat,60,Domestic Shorthair Mix,Blue
21713,Dog,365,Miniature Pinscher Mix,Black/Brown
21714,Dog,730,Chihuahua Shorthair Mix,Brown
21715,Dog,365,Rat Terrier/Chihuahua Shorthair,Tricolor
21716,Dog,730,Great Pyrenees Mix,White
21717,Dog,3650,Chihuahua Shorthair Mix,Black/Tan
21718,Dog,730,Carolina Dog Mix,Tan/White
21719,Cat,120,Domestic Shorthair Mix,White/Blue Tabby
21720,Cat,1825,Siamese Mix,Lynx Point/White
21721,Cat,365,Domestic Shorthair Mix,Calico
21722,Cat,1825,Domestic Shorthair Mix,Brown Tabby/White
21723,Dog,2190,Labrador Retriever Mix,Brown
21724,Cat,90,Domestic Shorthair Mix,Brown Tabby
21725,Dog,365,Labrador Retriever/Catahoula,Chocolate
21726,Dog,1460,Siberian Husky Mix,Sable/White
21727,Cat,1825,Domestic Shorthair Mix,Brown Tabby
21728,Dog,730,Golden Retriever Mix,Cream
21729,Dog,1460,Border Collie Mix,Blue Merle/White
21730,Dog,3650,Dachshund Mix,Black/Brown
21731,Dog,2555,Lhasa Apso Mix,White/Black
21732,Cat,120,Domestic Shorthair Mix,Brown Tabby
21733,Dog,730,Miniature Poodle Mix,White
21734,Cat,30,Siamese Mix,Lynx Point/White
21735,Dog,2920,Pit Bull Mix,Brown Brindle/White
21736,Dog,4380,Australian Cattle Dog Mix,Black/Blue Tick
21737,Cat,150,Domestic Shorthair Mix,Orange Tabby
21738,Dog,300,German Shepherd Mix,Tricolor
21739,Cat,14,Domestic Shorthair Mix,Cream Tabby
21740,Cat,30,Domestic Medium Hair Mix,Blue
21741,Cat,730,Domestic Shorthair Mix,Brown Tabby
21742,Dog,60,Cairn Terrier/Chihuahua Shorthair,Fawn/White
21743,Cat,6,Domestic Shorthair Mix,Orange
21744,Dog,730,Black/Tan Hound Mix,Black/Tan
21745,Cat,90,Domestic Shorthair Mix,Orange Tabby/White
